ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032609	type II interferon production	43/2449	101/12472	1.05491900815617e-07	4.06485338682333e-06	2.73056658074803e-06	CCR7/SLC7A5/IL27RA/RIPK2/SLAMF1/RASGRP1/ZC3H12A/CD274/HLA-DPB1/HLA-DPA1/EBI3/IL10/WNT5A/PDE4B/CLEC7A/ZP3/HLA-DRB1/LILRB1/IL36RN/TNF/LGALS9B/VSIR/LGALS9/IL12B/PDE4D/PYCARD/CD226/PDCD1LG2/IL12RB2/IL27/TLR7/LTA/LGALS9C/CCR2/INHBA/SLC11A1/ISG15/IL18/CR1/IL23A/TNFSF4/IL18R1/CD96	43
GO:0032649	regulation of type II interferon production	43/2449	101/12472	1.05491900815617e-07	4.06485338682333e-06	2.73056658074803e-06	CCR7/SLC7A5/IL27RA/RIPK2/SLAMF1/RASGRP1/ZC3H12A/CD274/HLA-DPB1/HLA-DPA1/EBI3/IL10/WNT5A/PDE4B/CLEC7A/ZP3/HLA-DRB1/LILRB1/IL36RN/TNF/LGALS9B/VSIR/LGALS9/IL12B/PDE4D/PYCARD/CD226/PDCD1LG2/IL12RB2/IL27/TLR7/LTA/LGALS9C/CCR2/INHBA/SLC11A1/ISG15/IL18/CR1/IL23A/TNFSF4/IL18R1/CD96	43
GO:0071363	cellular response to growth factor stimulus	139/2449	471/12472	1.07803713479026e-07	4.12426206709758e-06	2.77047438098729e-06	HIF1A/SINHCAF/TWSG1/RELA/KL/RUNX2/RAPGEF2/ITGA5/BAIAP2/CFLAR/TGIF1/NRP2/SAP30/CXCL13/BMP10/MAPKAPK2/PTPN1/NR3C1/GCLM/OVOL2/CASP3/PDGFRA/PALS1/VEGFA/TGFBR2/EEF2K/ADGRA2/TNFRSF1B/CDKN2B/IL10/DDIT4/FAM20C/DLL4/SMURF1/RDX/KNSTRN/ZFP36L2/ACVR1B/FSTL1/CD44/FLRT2/SPRED3/ACTA2/NDP/HHEX/WNT5A/TAB1/GCLC/SRD5A1/NFKBIZ/EHD1/SNX25/MYO1C/SORT1/TP53/HIVEP1/BAMBI/LRP8/MAP2K3/JCAD/PML/CTSK/TNFAIP6/NFIA/CCL5/EDN1/SULF2/SPRED2/NEDD4/GREM1/CLEC3B/MIR146A/FZD4/SPHK1/ADISSP/PELO/IL12B/CAT/ITGB8/MIR4632/BMP6/CSNK1E/PTP4A3/GRB10/HIPK2/EPB41L5/FERMT2/HFE/GALNT3/EXT1/HGF/VTN/LRG1/WASF1/MTSS2/ACVR1C/ZFP36/ZNF703/LGMN/HES1/DDR2/NREP/CCL2/ROBO1/SOX5/ACVRL1/GPC1/KCP/FEZ1/VASN/SEMA6A/COL1A1/HTRA4/RAP1GAP/CX3CR1/CXCL8/DKK3/HTRA3/ITGA3/DCSTAMP/DOCK3/PPARG/ITGB3/PDGFRB/ITGB5/NGFR/EMILIN1/PDE2A/ZEB1/DLL1/YES1/NR4A1/PTPRK/SORL1/FBN1/HAS1/THBS1/SMPD3/PCSK6	139
GO:0030336	negative regulation of cell migration	79/2449	231/12472	1.10235858229225e-07	4.13227416161736e-06	2.77585650807911e-06	ADARB1/DNAI3/SINHCAF/RAP2C/CLIC4/PFN2/IL27RA/JAG1/FOXO3/STK26/MITF/PTGER4/SAP30/KANK1/CXCL13/BMP10/GADD45A/CD200/ABHD2/RABGEF1/DLL4/ADAM15/CD74/ADTRP/DPP4/TRIB1/VASH1/C5/ADORA1/ADA/ARHGDIB/TNFAIP6/CDH1/TNF/ARPIN/BCL2/GREM1/MIR146A/PLCB1/DUSP1/EVL/RAP2B/IFITM1/AFDN/DLG5/MIR22/STARD13/VCL/ADGRB1/AIF1/RIPOR2/ATP1B2/SLAMF8/APOE/CD200R1/CYGB/ACVR1C/DLC1/CCL2/NAV3/ROBO1/ACVRL1/NEDD9/SERPINF1/ADORA3/CX3CR1/PPARG/IGFBP3/STAP1/GCSAM/NGFR/EMILIN1/SERPINE1/TMIGD3/APOD/PTPRK/HAS1/THBS1/MIR34A	79
GO:0002287	alpha-beta T cell activation involved in immune response	34/2449	72/12472	1.10327708198522e-07	4.13227416161736e-06	2.77585650807911e-06	CD80/CCL19/RIPK2/BATF/BCL6/JAK3/SOCS3/PTGER4/ZC3H12A/HLX/STAT4/ENTPD7/RELB/CD86/NFKBIZ/IRF4/SHB/HLA-DRB1/HLA-DRA/LGALS9/SPN/LOXL3/IL12B/ASCL2/GPR183/IFNG/IL27/IL18/IL23A/TNFSF4/TBX21/LY9/NLRP3/IL18R1	34
GO:0002293	alpha-beta T cell differentiation involved in immune response	34/2449	72/12472	1.10327708198522e-07	4.13227416161736e-06	2.77585650807911e-06	CD80/CCL19/RIPK2/BATF/BCL6/JAK3/SOCS3/PTGER4/ZC3H12A/HLX/STAT4/ENTPD7/RELB/CD86/NFKBIZ/IRF4/SHB/HLA-DRB1/HLA-DRA/LGALS9/SPN/LOXL3/IL12B/ASCL2/GPR183/IFNG/IL27/IL18/IL23A/TNFSF4/TBX21/LY9/NLRP3/IL18R1	34
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	96/2449	297/12472	1.12538711887374e-07	4.18581486714428e-06	2.81182249437898e-06	CD80/RFTN1/IL27RA/CCL19/RIPK2/NBN/JAG1/BATF/C1RL/BCL6/JAK3/ICAM1/MYO1G/CLU/SOCS3/NFKB2/CXCL13/SLAMF1/ZC3H12A/CD274/CARD9/HLX/MAD2L2/TRAF3IP2/TNFAIP3/NECTIN2/CD40/EBI3/STAT4/TNFRSF1B/IL10/ENTPD7/RELB/IL7R/CD4/IL18BP/CD74/PVR/FCER1G/PHB1/IRF7/MICA/INPP5D/CLEC7A/NFKBIZ/IRF4/ZP3/C5/HLA-DRB1/C1S/CD1D/HLA-DRA/LILRB1/ADA/C1R/TNF/CLCF1/SPN/LOXL3/CD1E/IL12B/CD70/RSAD2/FUT7/CD226/ASCL2/HFE/TRPM4/TREM2/CD55/IL27/EPHB2/CD19/CSF2RB/GAPT/LTA/CCR6/C1QC/PRF1/CCR2/C1QA/SLC11A1/IL18/CR1/IL23A/TNFSF4/C2/SLA2/TBX21/CEACAM1/KLRC1/CR2/LY9/NLRP3/IL2RB/IL18R1	96
GO:0042327	positive regulation of phosphorylation	143/2449	488/12472	1.13364325880737e-07	4.18744365115331e-06	2.81291663056523e-06	FAM20A/IL15/CD80/CCR7/RAP2C/PFN2/RAPGEF2/CCL19/RIPK2/NBN/ITGA5/MAP3K4/EZH2/TBK1/MAP3K5/CARD14/CLU/FLOT1/FNIP2/ACE/LCP2/RASGRP1/CSF2/PTPN1/MAD2L2/SEMA4D/NIBAN1/PPARGC1B/LIMK2/PDGFRA/CD40/VEGFA/TGFBR2/CALM2/FPR2/CD4/CD74/IL31RA/CD44/PHB1/ADTRP/NAB2/LYN/TXN/PAK1/CD86/TRIM65/WNT5A/TAB1/DIPK2A/HLA-DRB1/PDGFA/TGFA/TP53/CAMK1/PRR5/MAP3K13/LRP8/MAP2K3/ENPP2/FAXDC2/LILRA5/DDR1/OSM/MAPRE3/PLAUR/PARP14/CCL5/TNF/EDN1/BCL2/GREM1/CLCF1/PDGFC/SPHK1/SPN/ALK/PECAM1/SH2D3A/PSRC1/RAP2B/IL12B/BMP6/ADAM8/TYRO3/SASH1/HIPK2/GPNMB/FERMT2/PARP9/HGF/VTN/P2RY1/TREM2/GPRC5B/IFNG/IRS1/CD19/CD36/SMYD3/CSF1R/EPHA2/ARHGEF5/TMEM119/DUSP19/HES1/CLSPN/DDR2/LAT/SNX9/HBEGF/ROBO1/CAMKK1/ITGA6/EDNRB/NEDD9/NKX3-1/INHBA/BANK1/CEMIP/SLC11A1/CX3CR1/EREG/IL18/ITGB3/HTR2B/IL23A/KIF14/PDGFRB/IQGAP3/LIF/CCND2/CASS4/AREG/LRP4/YES1/LEP/MET/LTK/S100A12/THBS1/CSF1/DLG3	143
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	28/2449	54/12472	1.21123217543551e-07	4.44339693947438e-06	2.98485333499537e-06	CD80/SOCS1/CCL19/RIPK2/BATF/BCL6/JAK3/ZC3H12A/HLX/CD83/CD86/NFKBIZ/IRF4/SHB/HLA-DRB1/HLA-DRA/RUNX1/LGALS9/LOXL3/IL12B/ASCL2/IFNG/IL27/IL18/IL23A/TNFSF4/TBX21/NLRP3	28
GO:0034103	regulation of tissue remodeling	29/2449	57/12472	1.23938260609423e-07	4.51573689676238e-06	3.03344772476196e-06	IL15/GPR137B/TMBIM1/CD38/TNFAIP3/PPARGC1B/INPP5D/MDK/TP53/RUNX1/GREM1/TNFRSF11B/IL12B/ADAM8/HAMP/GPNMB/CST3/CSF1R/TMEM119/DDR2/SIGLEC15/IL18/DCSTAMP/PPARG/ITGB3/IL23A/CEACAM1/LEP/MIR34A	29
GO:0051607	defense response to virus	92/2449	282/12472	1.27949045858963e-07	4.59929590349398e-06	3.08957851463041e-06	IL15/ADARB1/RELA/CASP1/TBK1/TRIM25/ACOD1/ZC3H12A/MLKL/CARD9/LILRA4/TRAF3IP2/TNFAIP3/TKFC/CD40/TANK/DDIT4/DHX58/MEFV/RAB7B/FGL2/RNASE6/ISG20/CGAS/PHB1/NDUFAF4/IRF7/AKAP1/DDX60L/TRIM65/PMAIP1/IFIT5/MICA/DUS2/NT5C3A/GPAM/PLSCR1/VAMP8/NLRC5/PML/TSPAN32/ZNFX1/LILRB1/GBP1/GBP2/DTX3L/MOV10/RNF125/USP27X/TNF/USP18/BCL2/RTP4/MMP12/IFI27/APOBEC3F/GBP3/AIM2/TLR2/EXOSC5/SPN/IL12B/RSAD2/IFITM1/IFIH1/PYCARD/PARP9/APOBEC3G/EIF2AK2/RIGI/OASL/TREM2/IFNG/IL27/IRF1/ZBP1/TLR7/PRF1/IFITM3/IFIT3/MX1/GBP5/MX2/ISG15/GBP7/IL23A/IFI44L/HERC5/NMB/IFIT1/IFIT1B/CXCL10	92
GO:0140546	defense response to symbiont	92/2449	282/12472	1.27949045858963e-07	4.59929590349398e-06	3.08957851463041e-06	IL15/ADARB1/RELA/CASP1/TBK1/TRIM25/ACOD1/ZC3H12A/MLKL/CARD9/LILRA4/TRAF3IP2/TNFAIP3/TKFC/CD40/TANK/DDIT4/DHX58/MEFV/RAB7B/FGL2/RNASE6/ISG20/CGAS/PHB1/NDUFAF4/IRF7/AKAP1/DDX60L/TRIM65/PMAIP1/IFIT5/MICA/DUS2/NT5C3A/GPAM/PLSCR1/VAMP8/NLRC5/PML/TSPAN32/ZNFX1/LILRB1/GBP1/GBP2/DTX3L/MOV10/RNF125/USP27X/TNF/USP18/BCL2/RTP4/MMP12/IFI27/APOBEC3F/GBP3/AIM2/TLR2/EXOSC5/SPN/IL12B/RSAD2/IFITM1/IFIH1/PYCARD/PARP9/APOBEC3G/EIF2AK2/RIGI/OASL/TREM2/IFNG/IL27/IRF1/ZBP1/TLR7/PRF1/IFITM3/IFIT3/MX1/GBP5/MX2/ISG15/GBP7/IL23A/IFI44L/HERC5/NMB/IFIT1/IFIT1B/CXCL10	92
GO:0002699	positive regulation of immune effector process	78/2449	228/12472	1.30393491557526e-07	4.65591693854739e-06	3.12761371328859e-06	CD80/SLC7A5/CCL19/RIPK2/PANX1/SLAMF1/RASGRP1/MAPKAPK2/CARD9/HLX/MAD2L2/GPI/NECTIN2/CD40/RABGEF1/NR4A3/IL10/DHX58/FOXF1/HLA-DMB/CD74/ITGB2/PVR/PHB1/LYN/CD86/WNT5A/MICA/CLEC7A/NFKBIZ/ZP3/FES/SHB/HLA-DRB1/VAMP8/CD1D/HLA-DRA/LILRB1/STXBP1/TNF/SCIMP/CLCF1/CD84/LGALS9/CD1E/FFAR2/IL12B/RSAD2/PYCARD/CD226/LAG3/FCN1/RIGI/HFE/ITGAM/TREM2/GPRC5B/CD55/IFNG/EPHB2/CD36/TLR7/FCN2/ADORA2B/FFAR3/LTA/CCR2/IL18/CR1/STAP1/IL23A/TNFSF4/GATA2/IL18RAP/TBX21/KLRC1/NLRP3/IL18R1	78
GO:0002366	leukocyte activation involved in immune response	85/2449	255/12472	1.33933986445916e-07	4.75066510863791e-06	3.1912608272718e-06	CD80/IL27RA/CCL19/RIPK2/NBN/BATF/BCL6/JAK3/ICAM1/SOCS3/PTGER4/SLAMF1/RASGRP1/ZC3H12A/HLX/MAD2L2/CD40/RABGEF1/STAT4/NR4A3/IL10/ENTPD7/RELB/FGL2/FOXF1/HLA-DMB/CD74/ITGB2/FCER1G/LYN/CD86/NFKBIZ/IRF4/MDK/FES/SBNO2/SHB/HLA-DRB1/TP53/VAMP8/ANXA3/HLA-DRA/LILRB1/STXBP1/ADA/NKG7/TNF/CLCF1/CD84/LGALS9/SPN/LOXL3/IL12B/PYCARD/MFNG/ASCL2/ITGAM/TREM2/CD180/GPR183/IFNG/IL27/PRAM1/CCL3/CD19/GAPT/ADORA2B/CLEC4E/LAT/CCR6/CCR2/SLC11A1/CX3CR1/IL18/CR1/IL23A/TNFSF4/GATA2/TBX21/CEACAM1/DLL1/LY9/NLRP3/SUCNR1/IL18R1	85
GO:0050920	regulation of chemotaxis	64/2449	176/12472	1.42980473031974e-07	5.03818035236349e-06	3.38439928547982e-06	PTPN2/CCR7/CCL19/SEMA4B/SEMA3C/CXCL13/SLAMF1/SEMA4D/PDGFRA/P2RX4/VEGFA/ADGRA2/FPR2/CD74/DPP4/LYN/CAMK1D/WNT5A/C5/MDK/CCL1/TNFAIP6/CCL5/EDN1/CCL4/GREM1/LGALS9/DUSP1/TUBB2B/SEMA4C/PTPRO/AIF1/RIPOR2/SEMA3A/TREM2/GPR183/SLAMF8/CCL3/CSF1R/LGMN/SEMA3B/CCL2/ROBO1/CCR6/NEDD9/SEMA6B/CCR2/SEMA6A/ITGA2/CX3CR1/CXCL8/STAP1/PLXNA4/IL23A/DEFB124/PDGFRB/SERPINE1/TRPV4/MET/SUCNR1/THBS1/CSF1/CXCL10/MIR34A	64
GO:1902652	secondary alcohol metabolic process	43/2449	102/12472	1.48054563131253e-07	5.18287738647708e-06	3.48159956506794e-06	INSIG2/LSS/CYB5R3/MSMO1/HMGCS1/STARD4/IDI1/CEBPA/SQLE/SC5D/FDFT1/NPC1/CYP51A1/HMGCR/FDPS/LDLR/MVD/CYP7B1/SOAT1/DHCR7/MVK/APOL2/CYP27B1/SCARF1/INSIG1/IDH2/FECH/FDXR/OSBPL5/ABCA5/APOC1/TTC39B/CAT/APOL1/SCARB1/OSBPL1A/APOE/LIPA/CH25H/SEC14L2/LRP5/LEP/EPHX2	43
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	129/2449	432/12472	1.50646672124882e-07	5.23937386948614e-06	3.51955109584993e-06	VAV2/PTPN2/HIF1A/SOCS1/RELA/KL/RUNX2/RAPGEF2/ITGA5/SNX5/JAK3/SOCS2/PTGIR/BAIAP2/SOCS3/NRP2/KANK1/NCK2/LCP2/MAPKAPK2/PTPN1/ERRFI1/ARID5B/HCK/CASP3/PDGFRA/VEGFA/SLC39A14/RABGEF1/NR4A3/ADGRA2/EPHB1/DDIT4/FAM20C/PLAT/SESN3/CSRNP1/CD4/IL31RA/FLRT2/ERFE/EPHB6/HHEX/LYN/PAK1/WNT5A/MYO1C/PDGFA/TGFA/SORT1/JCAD/MPZL1/DDR1/PLAUR/SULF2/EPHA10/NEDD4/HIP1/TIPARP/MIR146A/PDGFC/FZD4/PLCB1/ALK/IL12B/RHBDF1/MTSS1/DOK2/TYRO3/PTP4A3/GRB10/FUT7/PDK2/RGS14/GALNT3/EXT1/HGF/VTN/PDGFRL/SLC2A8/WASF1/EPHB2/IRS1/CHN1/CSF1R/EPHA2/LGMN/DDR2/FFAR3/HBEGF/ROBO1/GPC1/NEDD9/NKX3-1/SEMA6A/SORBS1/COL1A1/BLNK/REPS2/EREG/DOCK3/IGFBP3/STAP1/ITGB3/EFNA3/PDGFRB/CD7/EPHB3/IGFBP4/NGFR/FASLG/EMILIN1/ITGA1/CASS4/AREG/CEACAM1/TRAT1/DLL1/YES1/APOD/LEP/SORL1/MET/SAMD12/LTK/THBS1/MMP2/CSF1/SMPD3	129
GO:0045088	regulation of innate immune response	114/2449	371/12472	1.58294706646343e-07	5.46984805676007e-06	3.6743722058893e-06	PTPN2/CEP63/RFTN1/RELA/RIPK2/N4BP1/NFKBIA/CASP1/TBK1/TRIM25/FLOT1/ACOD1/PIK3AP1/RASGRP1/MAPKAPK2/PTPN1/CARD9/LILRA4/TNFAIP3/NECTIN2/HCK/TKFC/PRKDC/CD40/TLR1/PELI1/TNIP1/FPR2/NINJ1/DHX58/MEFV/RAB7B/SERPINB9/PVR/CGAS/PHB1/TNIP2/LYN/IRF7/PAK1/WNT5A/MICA/CLEC7A/NFKBIZ/IRF4/PLSCR1/NLRC5/CD1D/LRP8/TIFA/ZNRF1/ZNFX1/LILRB1/GBP2/RNF125/IRAK2/USP27X/PARP14/CCL5/TNF/FOSL1/TNIP3/USP18/MMP12/SCIMP/LGALS9/MIR146A/AIM2/TLR2/FFAR2/BIRC3/IL12B/ADAM8/NR1D1/RSAD2/TYRO3/IFIH1/TLR5/PYCARD/PARP9/A2M/CD226/TLR10/EIF2AK2/LAG3/FCN1/RIGI/OASL/TREM2/SLAMF8/APOE/IRF1/CD36/ZBP1/TLR7/FCN2/CLEC4E/MNDA/NCR1/GBP5/EREG/ISG15/CR1/PPARG/CFH/IL18RAP/VSIG4/CEACAM1/LEP/KLRC1/COLEC12/NLRP3/LGR4/CD96	114
GO:0002429	immune response-activating cell surface receptor signaling pathway	91/2449	280/12472	1.81859336035136e-07	6.24383720387299e-06	4.19429966645138e-06	VAV2/PTPN2/BTN2A1/CCR7/RFTN1/RELA/RIPK2/NFKBIA/CACNB3/CD38/MYO1G/ACOD1/PIK3AP1/PHPT1/LCP2/ZC3H12A/TNFAIP3/NECTIN2/HCK/HLA-DPB1/TLR1/RABGEF1/PELI1/NR4A3/FOSL2/FPR2/NINJ1/RAB7B/FCER1G/EIF2B3/SLC39A10/NFKB1/TNIP2/TRGC1/LYN/PAK1/PDE4B/INPP5D/CLEC7A/NFKBIZ/PRKCH/SHB/HLA-DRB1/PLSCR1/ZNRF1/GBP1/ADA/IRAK2/HLA-DQB1/TNIP3/BCL2/SCIMP/MIR146A/TLR2/LIMK1/FFAR2/PDE4D/NR1D1/TLR5/TESPA1/CD226/FCN1/TREM2/TRGC2/PRAM1/CD19/FCN2/FPR3/LAT/MNDA/LIPA/KCNN4/BANK1/BLNK/CR1/STAP1/NFAM1/GCSAM/HHLA2/SLA2/CEACAM1/TRAT1/YES1/ITK/NFATC2/KLRC1/CR2/CARD11/CD79A/MIR34A/LAX1	91
GO:0045596	negative regulation of cell differentiation	130/2449	438/12472	1.96842804694275e-07	6.71522332447475e-06	4.51095344582656e-06	PTPN2/NOCT/ULK2/SOCS1/SINHCAF/TWSG1/GPR137B/RAPGEF2/JAG1/NFKBIA/BCL6/EZH2/ITGAV/JAK3/NFATC3/CEBPA/SEMA4B/SEMA3C/ZC3H12A/HDAC7/HLX/MAD2L2/SEMA4D/OVOL2/CDK5/VEGFA/EPHB1/CDKN2B/FGL2/BCL7A/ZFP36L2/LDLR/DYNLT1/SUFU/CD74/CDK6/SPRED3/ERFE/LYN/TRIB1/WNT5A/INPP5D/NTN1/TSC22D1/MDK/SHB/ZHX2/HPN/SORT1/TP53/BAMBI/ID2/INSIG1/LILRB1/RUNX1/TNFAIP6/CDH1/TNF/MBNL3/SPRED2/GREM1/NOTCH3/MIR146A/ABCA5/TNFRSF11B/LOXL3/NR1D1/PLPP7/SEMA4C/GLI3/FGF13/FERMT2/ASCL2/LAG3/TRPM4/SEMA3A/TREM2/RTN4R/IFNG/CCL3/IRF1/EPHB2/PRAME/ZFP36/TMEM119/GPR171/HES1/SEMA3B/ACVRL1/LRP3/EDNRB/C1QC/SNAI1/SEMA6B/VASN/SEMA6A/DIXDC1/INHBA/TRIB2/DRAXIN/RAP1GAP/EREG/LHX2/IL18/CR1/PPARG/ITGB3/TNFSF4/GATA2/MCF2/TRIB3/HEY1/SOX8/S1PR3/TBX21/LRP5/ZEB1/AREG/TENT5C/CEACAM1/LRP4/TRPV4/DLL1/NFATC2/SORL1/FBN1/ISL2/GDF11/CXCL10/IL1A	130
GO:0009611	response to wounding	119/2449	393/12472	2.0366636046321e-07	6.90403181418324e-06	4.637785610015e-06	VAV2/HIF1A/SLC1A2/B4GALT1/ENPP4/ITGA5/TXN2/INSL3/CFLAR/KANK1/PRCP/SERPINA1/TNFAIP3/CASP3/PDGFRA/SIGLEC10/CD40/ABHD2/P2RX4/VEGFA/IL10/PLAT/SDC4/FZD6/ZFP36L2/FOXF1/CD44/FCER1G/ADTRP/ST3GAL4/NDP/LYN/PAK1/WNT5A/CLEC7A/PTPRF/NFKBIZ/VASH1/MDK/DST/PDGFA/PROCR/PLSCR1/PDPN/F2RL2/SERPINE2/TSPAN32/SCARF1/PLEK/STXBP1/DDR1/ADORA2A/JAML/PLAUR/NFIA/TNF/DUOX2/FOSL1/EDN1/MYLK/SULF2/BCL2/MMP12/RAP2B/VWF/F5/SERPINF2/TYRO3/SCARB1/F13A1/FERMT2/VCL/MYOF/PROC/C1QTNF1/FUT10/EXT1/VTN/P2RY1/TREM2/LRG1/RTN4R/APOE/EPHB2/CD36/CD9/ZFP36/DDR2/NREP/RHOC/HBEGF/ACVRL1/KREMEN1/CCR2/ITGA2/ALOX15/SLC11A1/ADORA3/TREML1/CX3CR1/EREG/PPARG/ITGB3/THBD/GATA2/SLC7A11/EMILIN1/SERPINE1/GLI1/DSP/CEACAM1/TMIGD3/APOD/CDK1/TFPI/THBS1/MMP2/MIR34A/IL1A	119
GO:0006066	alcohol metabolic process	87/2449	265/12472	2.05050128016372e-07	6.90722318022446e-06	4.63992941118808e-06	INSIG2/GPD2/SLC5A3/SRD5A3/LSS/CYB5R3/GK5/MSMO1/HMGCS1/STARD4/ALG8/IDI1/CEBPA/SQLE/SC5D/FDFT1/ALG3/TKFC/NPC1/GK/CYP51A1/HMGCR/NAAA/FDPS/LDLR/MVD/CYP7B1/GCH1/SOAT1/DHCR7/ALDH3A2/PLPP1/RDH13/SORD/ACP3/NFKB1/MVK/HRH1/APOL2/PCK2/AKR1B1/ALDH1A1/CYP27B1/SCARF1/INSIG1/IDH2/PLEK/FECH/FDXR/OSBPL5/ACSS1/DEGS2/ABCA5/PLCB1/PLB1/SPHK1/APOC1/TTC39B/SGPP2/CAT/CYP3A7/BMP6/APOL1/SCARB1/DHRS9/INPP5J/P2RY1/OSBPL1A/APOE/GDPD1/EDNRB/LIPA/DGAT2/ABCA2/CH25H/P2RY6/DKK3/RDH12/ITPKA/SEC14L2/ALDH1B1/IMPA2/DHRS3/LRP5/LEP/EPHX2/INPP4B	87
GO:0002263	cell activation involved in immune response	85/2449	258/12472	2.38031955651643e-07	7.96811971543874e-06	5.35258700274549e-06	CD80/IL27RA/CCL19/RIPK2/NBN/BATF/BCL6/JAK3/ICAM1/SOCS3/PTGER4/SLAMF1/RASGRP1/ZC3H12A/HLX/MAD2L2/CD40/RABGEF1/STAT4/NR4A3/IL10/ENTPD7/RELB/FGL2/FOXF1/HLA-DMB/CD74/ITGB2/FCER1G/LYN/CD86/NFKBIZ/IRF4/MDK/FES/SBNO2/SHB/HLA-DRB1/TP53/VAMP8/ANXA3/HLA-DRA/LILRB1/STXBP1/ADA/NKG7/TNF/CLCF1/CD84/LGALS9/SPN/LOXL3/IL12B/PYCARD/MFNG/ASCL2/ITGAM/TREM2/CD180/GPR183/IFNG/IL27/PRAM1/CCL3/CD19/GAPT/ADORA2B/CLEC4E/LAT/CCR6/CCR2/SLC11A1/CX3CR1/IL18/CR1/IL23A/TNFSF4/GATA2/TBX21/CEACAM1/DLL1/LY9/NLRP3/SUCNR1/IL18R1	85
GO:0042063	gliogenesis	79/2449	235/12472	2.48468300490644e-07	8.26581501508007e-06	5.5525639168161e-06	RELA/SLC7A5/EZH2/SLC8A3/NDRG1/CLU/HAPLN3/NAB1/NR3C1/CDK5/P2RX4/PALS1/B4GALT5/TNFRSF1B/CDKN2B/CNP/LDLR/VCAN/MMP14/CDK6/EIF2B3/NAB2/NDP/LYN/NTN1/PRKCH/MDK/TP53/LRP8/ID2/SERPINE2/CYSLTR1/ADORA2A/NFIA/TNF/APCDD1/CLCF1/MIR146A/TLR2/LAMB1/ETV5/NR1D1/PRDM8/GLI3/ASCL2/ATP1B2/VTN/P2RY1/TREM2/GPR183/PHGDH/IFNG/CCL3/CD9/CSF1R/S100A9/KCNJ10/HES1/CCL2/LTA/MYRF/ZNF365/GPC1/ABCA2/CCR2/SYNE2/C1QA/CX3CR1/GFAP/HAPLN4/STAP1/B4GALT6/LIF/SOX8/AREG/DLL1/CDK1/WASF3/CSF1	79
GO:0045622	regulation of T-helper cell differentiation	23/2449	41/12472	2.50689404589108e-07	8.28822500604482e-06	5.56761783551377e-06	CD80/CCL19/RIPK2/BATF/BCL6/JAK3/ZC3H12A/HLX/CD86/NFKBIZ/IRF4/SHB/HLA-DRB1/HLA-DRA/LOXL3/IL12B/ASCL2/IL27/IL18/IL23A/TNFSF4/TBX21/NLRP3	23
GO:0002687	positive regulation of leukocyte migration	48/2449	121/12472	2.67472149728938e-07	8.78883947207479e-06	5.90390576540852e-06	CCR7/CCL19/ICAM1/CXCL13/SLAMF1/P2RX4/VEGFA/FPR2/CD74/MMP14/CAMK1D/WNT5A/ZP3/ABL2/MDK/CCL1/CCL5/TNF/EDN1/CCL4/LGALS9/SPN/ADAM8/FUT7/PYCARD/ASCL2/AIF1/RIPOR2/TREM2/CCL3/CSF1R/LGMN/CCR6/NEDD9/CCR2/ITGA2/CX3CR1/CXCL8/ITGB3/IL23A/DEFB124/ITGA4/SERPINE1/TRPV4/THBS1/CSF1/CXCL10/IL1A	48
GO:0042832	defense response to protozoan	16/2449	23/12472	2.7867120945636e-07	9.09571387751961e-06	6.11004874677922e-06	BPGM/BATF/CD40/IL10/CLEC7A/IRF4/TSPAN32/GBP1/GBP2/NKG7/GBP6/IL12B/GBP4/BATF2/SLC11A1/GBP7	16
GO:0042088	T-helper 1 type immune response	24/2449	44/12472	2.80207765084155e-07	9.09571387751961e-06	6.11004874677922e-06	CD80/IL27RA/CCL19/RIPK2/JAK3/SLAMF1/HLX/EBI3/STAT4/RELB/IL18BP/NFKBIZ/HLA-DRB1/SPN/IL12B/ASCL2/IL27/CCR2/SLC11A1/IL18/IL23A/TNFSF4/TBX21/IL18R1	24
